image,class,confidence,iou,gt_mask_coverage_%,pred_mask_coverage_%,status
1224927_0002.jpg,ygo_card,0.9646,0.9866,28.78,28.98,ok
12397569_0000.jpg,ygo_card,0.9589,0.986,37.62,38.1,ok
12397569_0001.jpg,ygo_card,0.9551,0.9718,31.01,31.88,ok
12397569_0002.jpg,ygo_card,0.9628,0.9896,53.95,54.45,ok
12423762_0000.jpg,ygo_card,0.7345,0.9415,30.81,32.7,ok
12423762_0001.jpg,ygo_card,0.9559,0.9865,47.32,47.84,ok
12423762_0002.jpg,ygo_card,0.9514,0.9921,45.28,45.59,ok
12652643_0000.jpg,ygo_card,0.9548,0.9881,30.05,30.33,ok
12652643_0001.jpg,ygo_card,0.9583,0.988,36.56,36.93,ok
12652643_0002.jpg,ygo_card,0.9601,0.9863,44.45,44.98,ok
12735388_0000.jpg,ygo_card,0.9688,0.9826,35.99,36.58,ok
12735388_0001.jpg,ygo_card,0.9587,0.9761,22.98,23.06,ok
12735388_0002.jpg,ygo_card,0.9675,0.9871,45.23,45.75,ok
13048472_0000.jpg,ygo_card,0.9563,0.9871,27.04,27.25,ok
13048472_0001.jpg,ygo_card,0.9676,0.9847,37.52,37.97,ok
13048472_0002.jpg,ygo_card,0.9634,0.9891,37.51,37.82,ok
13166648_0000.jpg,ygo_card,0.9614,0.9853,32.02,32.32,ok
13166648_0001.jpg,ygo_card,0.965,0.9865,52.59,53.24,ok
13166648_0002.jpg,ygo_card,0.944,0.9872,44.14,44.65,ok
13204145_0000.jpg,ygo_card,0.9577,0.9853,38.76,39.29,ok
13204145_0001.jpg,ygo_card,0.9636,0.987,32.01,32.31,ok
13204145_0002.jpg,ygo_card,0.9678,0.9833,29.26,29.7,ok
13302026_0000.jpg,ygo_card,0.9676,0.9878,42.04,42.52,ok
13302026_0001.jpg,ygo_card,0.9622,0.9871,48.69,49.21,ok
13302026_0002.jpg,ygo_card,0.9667,0.9931,46.08,46.29,ok
1340142_0000.jpg,ygo_card,0.9681,0.9871,43.53,44.01,ok
1340142_0001.jpg,ygo_card,0.9539,0.9864,37.74,38.21,ok
1340142_0002.jpg,ygo_card,0.9672,0.984,32.2,32.72,ok
13604200_0000.jpg,ygo_card,0.9643,0.9904,48.3,48.68,ok
13604200_0001.jpg,ygo_card,0.9638,0.9919,57.06,57.37,ok
13604200_0002.jpg,ygo_card,0.9652,0.9911,39.9,40.13,ok
13694209_0000.jpg,ygo_card,0.9675,0.9886,47.66,48.14,ok
13694209_0001.jpg,ygo_card,0.9556,0.9884,45.45,45.91,ok
13694209_0002.jpg,ygo_card,0.9622,0.9865,41.63,42.13,ok
13803864_0000.jpg,ygo_card,0.9621,0.9779,27.22,27.82,ok
13803864_0001.jpg,ygo_card,0.9245,0.9849,34.42,34.81,ok
13803864_0002.jpg,ygo_card,0.9619,0.9832,36.03,36.55,ok
13927359_0000.jpg,ygo_card,0.9616,0.9871,35.26,35.66,ok
13927359_0001.jpg,ygo_card,0.9678,0.988,34.65,34.95,ok
13927359_0002.jpg,ygo_card,0.9646,0.9901,44.48,44.81,ok
14089428_0000.jpg,ygo_card,0.9625,0.9813,26.42,26.89,ok
14089428_0001.jpg,ygo_card,0.9629,0.9876,30.08,30.4,ok
14089428_0002.jpg,ygo_card,0.9612,0.9842,42.16,42.77,ok
14148099_0000.jpg,ygo_card,0.9468,0.9752,27.14,27.79,ok
14148099_0001.jpg,ygo_card,0.9637,0.9763,30.1,30.75,ok
14148099_0002.jpg,ygo_card,0.9577,0.9865,36.47,36.88,ok
14169843_0000.jpg,ygo_card,0.956,0.9822,46.05,46.84,ok
14169843_0001.jpg,ygo_card,0.9625,0.9815,31.24,31.78,ok
14169843_0002.jpg,ygo_card,0.9557,0.9831,39.81,40.0,ok
1426714_0000.jpg,ygo_card,0.9562,0.9845,45.51,46.17,ok
1426714_0001.jpg,ygo_card,0.965,0.9863,46.51,47.11,ok
1426714_0002.jpg,ygo_card,0.955,0.98,34.69,35.29,ok
14470845_0000.jpg,ygo_card,0.9608,0.988,61.82,62.26,ok
14470845_0001.jpg,ygo_card,0.9533,0.9888,45.66,46.1,ok
14470845_0002.jpg,ygo_card,0.9659,0.9847,41.67,42.17,ok
14558127_0000.jpg,ygo_card,0.9633,0.9891,51.7,52.15,ok
14558127_0001.jpg,ygo_card,0.9495,0.986,28.29,28.61,ok
14558127_0002.jpg,ygo_card,0.9422,0.9896,56.18,56.68,ok
14745409_0000.jpg,ygo_card,0.9622,0.9864,53.63,54.27,ok
14745409_0001.jpg,ygo_card,0.967,0.986,47.3,47.94,ok
14745409_0002.jpg,ygo_card,0.9605,0.9885,46.88,47.35,ok
14816857_0000.jpg,ygo_card,0.9636,0.989,42.79,43.07,ok
14816857_0001.jpg,ygo_card,0.8724,0.8367,45.98,54.89,ok
14816857_0002.jpg,ygo_card,0.9639,0.9763,38.62,39.47,ok
14821890_0000.jpg,ygo_card,0.963,0.9905,53.69,53.89,ok
14821890_0001.jpg,ygo_card,0.9622,0.989,54.99,55.42,ok
14821890_0002.jpg,ygo_card,0.966,0.9826,24.71,25.09,ok
14934922_0000.jpg,ygo_card,0.9622,0.9875,41.85,42.26,ok
14934922_0001.jpg,ygo_card,0.9611,0.9804,24.42,24.88,ok
14934922_0002.jpg,ygo_card,0.9657,0.9808,25.0,25.43,ok
15150365_0000.jpg,ygo_card,0.9537,0.9828,29.0,29.44,ok
15150365_0001.jpg,ygo_card,0.9625,0.9844,51.28,51.25,ok
15150365_0002.jpg,ygo_card,0.9644,0.9846,35.8,36.31,ok
15150371_0000.jpg,ygo_card,0.9639,0.9793,41.99,42.8,ok
15150371_0001.jpg,ygo_card,0.9573,0.9922,44.13,44.25,ok
15150371_0002.jpg,ygo_card,0.9556,0.9842,32.3,32.75,ok
15308295_0000.jpg,ygo_card,0.9619,0.9887,57.5,58.02,ok
15308295_0001.jpg,ygo_card,0.9627,0.9686,27.22,28.06,ok
15308295_0002.jpg,ygo_card,0.9676,0.983,23.65,23.95,ok
15394084_0000.jpg,ygo_card,0.9652,0.9855,39.19,39.7,ok
15394084_0001.jpg,ygo_card,0.9617,0.987,44.71,45.16,ok
15394084_0002.jpg,ygo_card,0.9626,0.9857,46.83,47.46,ok
15543940_0000.jpg,ygo_card,0.962,0.9805,41.47,42.21,ok
15543940_0001.jpg,ygo_card,0.9652,0.987,38.87,39.27,ok
15543940_0002.jpg,ygo_card,0.9572,0.9903,51.21,51.54,ok
1561110_0000.jpg,ygo_card,0.9637,0.9835,25.16,25.56,ok
1561110_0001.jpg,ygo_card,0.9591,0.9831,33.29,33.75,ok
1561110_0002.jpg,ygo_card,0.9672,0.9879,38.62,39.07,ok
15653824_0000.jpg,ygo_card,0.9458,0.9895,57.14,57.71,ok
15653824_0001.jpg,ygo_card,0.9611,0.9846,25.9,26.25,ok
15653824_0002.jpg,ygo_card,0.9582,0.9851,40.12,40.7,ok
15721392_0000.jpg,ygo_card,0.9639,0.9816,28.14,28.62,ok
15721392_0001.jpg,ygo_card,0.9441,0.9853,30.42,30.84,ok
15721392_0002.jpg,ygo_card,0.9538,0.9888,45.48,45.95,ok
15871676_0000.jpg,ygo_card,0.9536,0.9856,31.06,31.42,ok
15871676_0001.jpg,ygo_card,0.9646,0.9843,32.85,33.11,ok
15871676_0002.jpg,ygo_card,0.9684,0.9816,32.48,33.01,ok
15894048_0000.jpg,ygo_card,0.9507,0.9837,41.75,42.35,ok
15894048_0001.jpg,ygo_card,0.9631,0.9875,40.18,40.58,ok
15894048_0002.jpg,ygo_card,0.9627,0.9829,30.43,30.94,ok
15939229_0000.jpg,ygo_card,0.9479,0.9847,41.71,42.26,ok
15939229_0001.jpg,ygo_card,0.9553,0.9827,25.98,26.41,ok
15939229_0002.jpg,ygo_card,0.9577,0.9855,31.18,31.59,ok
16135253_0000.jpg,ygo_card,0.9616,0.9892,41.73,42.07,ok
16135253_0001.jpg,ygo_card,0.9629,0.9861,27.36,27.66,ok
16135253_0002.jpg,ygo_card,0.963,0.9814,20.96,21.34,ok
16165939_0000.jpg,ygo_card,0.9565,0.9821,28.36,28.85,ok
16165939_0001.jpg,ygo_card,0.9641,0.9855,35.3,35.74,ok
16165939_0002.jpg,ygo_card,0.9538,0.9886,37.07,37.43,ok
16587243_0000.jpg,ygo_card,0.9627,0.9836,48.68,49.47,ok
16587243_0001.jpg,ygo_card,0.9571,0.9867,30.88,31.26,ok
16587243_0002.jpg,ygo_card,0.951,0.9789,28.69,29.27,ok
16802689_0000.jpg,ygo_card,0.9588,0.9859,30.15,30.51,ok
16802689_0001.jpg,ygo_card,0.9653,0.9861,43.66,44.02,ok
16802689_0002.jpg,ygo_card,0.958,0.9876,42.55,43.07,ok
16956455_0000.jpg,ygo_card,0.9599,0.9818,29.67,30.15,ok
16956455_0001.jpg,ygo_card,0.9655,0.9792,29.54,30.12,ok
16956455_0002.jpg,ygo_card,0.9633,0.9867,35.54,35.96,ok
17418745_0000.jpg,ygo_card,0.9639,0.9879,28.48,28.69,ok
17418745_0001.jpg,ygo_card,0.9638,0.9811,35.34,36.0,ok
17418745_0002.jpg,ygo_card,0.9509,0.9817,39.26,39.86,ok
17548456_0000.jpg,ygo_card,0.96,0.9817,32.88,33.44,ok
17548456_0001.jpg,ygo_card,0.9617,0.9829,29.11,29.54,ok
17548456_0002.jpg,ygo_card,0.9538,0.9828,24.79,24.82,ok
18239909_0000.jpg,ygo_card,0.9679,0.989,48.91,49.36,ok
18239909_0001.jpg,ygo_card,0.9627,0.9905,39.65,39.9,ok
18239909_0002.jpg,ygo_card,0.9655,0.9901,43.13,43.44,ok
18294799_0000.jpg,ygo_card,0.9568,0.9897,38.69,39.02,ok
18294799_0001.jpg,ygo_card,0.9597,0.9861,47.48,48.11,ok
18294799_0002.jpg,ygo_card,0.9691,0.9894,38.18,38.38,ok
18511384_0000.jpg,ygo_card,0.9666,0.9821,23.05,23.43,ok
18511384_0001.jpg,ygo_card,0.9631,0.9809,27.68,28.17,ok
18511384_0002.jpg,ygo_card,0.9663,0.9883,43.82,44.33,ok
18590133_0000.jpg,ygo_card,0.9565,0.984,48.14,48.58,ok
18590133_0001.jpg,ygo_card,0.9595,0.981,29.23,29.75,ok
18590133_0002.jpg,ygo_card,0.9662,0.9857,27.83,28.1,ok
18710707_0000.jpg,ygo_card,0.9657,0.9861,36.39,36.86,ok
18710707_0001.jpg,ygo_card,0.9638,0.9868,40.02,40.43,ok
18710707_0002.jpg,ygo_card,0.9536,0.9904,45.71,46.01,ok
18809562_0000.jpg,ygo_card,0.9595,0.9861,38.72,39.16,ok
18809562_0001.jpg,ygo_card,0.9629,0.9823,39.37,40.06,ok
18809562_0002.jpg,ygo_card,0.9537,0.9862,35.16,35.6,ok
1896112_0000.jpg,ygo_card,0.9653,0.9791,26.86,27.39,ok
1896112_0001.jpg,ygo_card,0.9624,0.9842,25.64,26.01,ok
1896112_0002.jpg,ygo_card,0.9664,0.9842,32.47,32.87,ok
19353570_0000.jpg,ygo_card,0.9563,0.987,40.78,41.22,ok
19353570_0001.jpg,ygo_card,0.9651,0.9886,41.6,41.91,ok
19353570_0002.jpg,ygo_card,0.9588,0.9874,29.1,29.38,ok
19357125_0000.jpg,ygo_card,0.9627,0.9902,49.22,49.64,ok
19357125_0001.jpg,ygo_card,0.9571,0.9877,39.79,40.22,ok
19357125_0002.jpg,ygo_card,0.9573,0.9876,48.05,48.56,ok
19596712_0000.jpg,ygo_card,0.9665,0.9874,31.38,31.72,ok
19596712_0001.jpg,ygo_card,0.9666,0.9815,36.63,36.98,ok
19596712_0002.jpg,ygo_card,0.9583,0.9896,56.29,56.7,ok
19642774_0000.jpg,ygo_card,0.9642,0.9919,51.68,51.82,ok
19642774_0001.jpg,ygo_card,0.9545,0.9796,35.89,36.58,ok
19642774_0002.jpg,ygo_card,0.9641,0.9949,45.65,45.64,ok
1966438_0000.jpg,ygo_card,0.9675,0.988,40.05,40.39,ok
1966438_0001.jpg,ygo_card,0.9561,0.9847,43.68,44.27,ok
1966438_0002.jpg,ygo_card,0.9578,0.9847,39.97,40.46,ok
19891310_0000.jpg,ygo_card,0.9682,0.9912,52.4,52.78,ok
19891310_0001.jpg,ygo_card,0.9597,0.9905,50.93,51.21,ok
19891310_0002.jpg,ygo_card,0.9673,0.9802,26.8,27.29,ok
20277376_0000.jpg,ygo_card,0.9598,0.9823,28.21,28.67,ok
20277376_0001.jpg,ygo_card,0.9599,0.9855,39.62,40.17,ok
20277376_0002.jpg,ygo_card,0.9537,0.9899,47.11,47.56,ok
20343502_0000.jpg,ygo_card,0.9564,0.9933,41.63,41.81,ok
20343502_0001.jpg,ygo_card,0.9543,0.9812,24.47,24.92,ok
20343502_0002.jpg,ygo_card,0.9645,0.9886,40.23,40.6,ok
20358953_0000.jpg,ygo_card,0.964,0.977,24.79,25.21,ok
20358953_0001.jpg,ygo_card,0.965,0.9852,35.51,35.96,ok
20358953_0002.jpg,ygo_card,0.9566,0.9893,37.57,37.92,ok
20403123_0000.jpg,ygo_card,0.9623,0.9805,29.9,30.47,ok
20403123_0001.jpg,ygo_card,0.968,0.9883,38.11,38.43,ok
20403123_0002.jpg,ygo_card,0.9689,0.9838,25.62,25.98,ok
20424878_0000.jpg,ygo_card,0.9494,0.983,33.69,34.24,ok
20424878_0001.jpg,ygo_card,0.9635,0.9878,37.64,38.06,ok
20424878_0002.jpg,ygo_card,0.9565,0.9839,36.61,37.16,ok
2061963_0000.jpg,ygo_card,0.9576,0.988,36.26,36.66,ok
2061963_0001.jpg,ygo_card,0.8335,0.9656,26.02,26.37,ok
2061963_0002.jpg,ygo_card,0.9624,0.9846,37.22,37.74,ok
2067935_0000.jpg,ygo_card,0.96,0.9877,45.63,46.17,ok
2067935_0001.jpg,ygo_card,0.9685,0.9904,47.76,48.15,ok
2067935_0002.jpg,ygo_card,0.9641,0.9847,30.22,30.64,ok
20700531_0000.jpg,ygo_card,0.9681,0.9889,34.75,35.1,ok
20700531_0001.jpg,ygo_card,0.9649,0.9819,43.84,44.51,ok
20700531_0002.jpg,ygo_card,0.9617,0.9818,34.94,35.55,ok
20727787_0000.jpg,ygo_card,0.9584,0.9896,43.82,43.96,ok
20727787_0001.jpg,ygo_card,0.9365,0.9856,49.56,50.2,ok
20727787_0002.jpg,ygo_card,0.9569,0.9844,37.89,38.43,ok
20920083_0000.jpg,ygo_card,0.9545,0.9907,54.05,54.39,ok
20920083_0001.jpg,ygo_card,0.9665,0.9902,45.65,45.99,ok
20920083_0002.jpg,ygo_card,0.949,0.9861,29.08,29.35,ok
21074344_0000.jpg,ygo_card,0.9618,0.9878,38.89,39.3,ok
21074344_0001.jpg,ygo_card,0.965,0.9889,45.77,46.22,ok
21074344_0002.jpg,ygo_card,0.9599,0.9843,26.58,26.92,ok
21254443_0000.jpg,ygo_card,0.9646,0.9873,32.33,32.46,ok
21254443_0001.jpg,ygo_card,0.9612,0.9827,33.69,34.14,ok
21254443_0002.jpg,ygo_card,0.9678,0.9789,47.67,48.68,ok
213326_0000.jpg,ygo_card,0.9647,0.9715,28.14,28.97,ok
213326_0001.jpg,ygo_card,0.9615,0.986,40.36,40.9,ok
213326_0002.jpg,ygo_card,0.9453,0.988,48.75,49.29,ok
21368442_0000.jpg,ygo_card,0.963,0.9798,29.28,29.79,ok
21368442_0001.jpg,ygo_card,0.9599,0.9842,24.2,24.47,ok
21368442_0002.jpg,ygo_card,0.9679,0.9867,47.02,46.91,ok
21377582_0000.jpg,ygo_card,0.9515,0.9885,48.1,48.59,ok
21377582_0001.jpg,ygo_card,0.7512,0.9733,35.88,36.56,ok
21377582_0002.jpg,ygo_card,0.9677,0.9844,37.4,37.22,ok
21502796_0000.jpg,ygo_card,0.9637,0.9908,49.12,49.48,ok
21502796_0001.jpg,ygo_card,0.9632,0.9852,41.9,42.43,ok
21502796_0002.jpg,ygo_card,0.9619,0.9886,40.23,40.62,ok
21516908_0000.jpg,ygo_card,0.9582,0.9835,23.13,23.5,ok
21516908_0001.jpg,ygo_card,0.9687,0.9778,25.72,26.26,ok
21516908_0002.jpg,ygo_card,0.9526,0.9887,35.54,35.81,ok
21558682_0000.jpg,ygo_card,0.9551,0.9826,26.95,26.92,ok
21558682_0001.jpg,ygo_card,0.965,0.9923,54.76,55.1,ok
21558682_0002.jpg,ygo_card,0.9648,0.9832,29.18,29.62,ok
21637210_0000.jpg,ygo_card,0.9665,0.9893,37.72,38.06,ok
21637210_0001.jpg,ygo_card,0.9444,0.9887,53.91,54.42,ok
21637210_0002.jpg,ygo_card,0.9579,0.9897,41.57,41.96,ok
21686473_0000.jpg,ygo_card,0.959,0.9886,43.16,43.49,ok
21686473_0001.jpg,ygo_card,0.9564,0.9888,38.62,38.86,ok
21686473_0002.jpg,ygo_card,0.9582,0.984,40.21,40.64,ok
21954587_0000.jpg,ygo_card,0.9641,0.9835,38.1,38.73,ok
21954587_0001.jpg,ygo_card,0.9649,0.9898,37.79,38.08,ok
21954587_0002.jpg,ygo_card,0.964,0.9796,34.22,34.92,ok
22020907_0000.jpg,ygo_card,0.9646,0.9881,51.32,51.85,ok
22020907_0001.jpg,ygo_card,0.9617,0.9897,49.49,49.95,ok
22020907_0002.jpg,ygo_card,0.9577,0.9766,25.91,26.5,ok
22082163_0000.jpg,ygo_card,0.9556,0.982,34.03,34.58,ok
22082163_0001.jpg,ygo_card,0.9643,0.9846,41.1,41.66,ok
22082163_0002.jpg,ygo_card,0.9565,0.9888,35.64,35.98,ok
22147147_0000.jpg,ygo_card,0.9551,0.9923,53.04,53.29,ok
22147147_0001.jpg,ygo_card,0.9632,0.9875,37.51,37.9,ok
22147147_0002.jpg,ygo_card,0.9633,0.985,33.15,33.62,ok
22211622_0000.jpg,ygo_card,0.9511,0.9818,27.37,27.45,ok
22211622_0001.jpg,ygo_card,0.9539,0.9841,37.87,38.41,ok
22211622_0002.jpg,ygo_card,0.9494,0.9808,22.66,23.03,ok
22382087_0000.jpg,ygo_card,0.9665,0.9899,45.93,46.32,ok
22382087_0001.jpg,ygo_card,0.9567,0.9889,38.51,38.83,ok
22382087_0002.jpg,ygo_card,0.9666,0.9863,38.25,38.76,ok
22420202_0000.jpg,ygo_card,0.9695,0.9822,23.94,24.33,ok
22420202_0001.jpg,ygo_card,0.9595,0.9891,54.59,55.08,ok
22420202_0002.jpg,ygo_card,0.9589,0.9894,36.18,36.45,ok
22804644_0000.jpg,ygo_card,0.9585,0.985,40.84,41.36,ok
22804644_0001.jpg,ygo_card,0.9617,0.9853,36.21,36.62,ok
22804644_0002.jpg,ygo_card,0.9514,0.9794,31.89,32.4,ok
22842214_0000.jpg,ygo_card,0.959,0.9858,53.13,53.81,ok
22842214_0001.jpg,ygo_card,0.9641,0.9871,28.4,28.71,ok
22842214_0002.jpg,ygo_card,0.96,0.9881,36.33,36.61,ok
22996376_0000.jpg,ygo_card,0.9616,0.9874,47.97,48.44,ok
22996376_0001.jpg,ygo_card,0.9516,0.9885,53.91,54.46,ok
22996376_0002.jpg,ygo_card,0.9622,0.9864,34.91,35.37,ok
23212990_0000.jpg,ygo_card,0.9517,0.9845,38.68,39.19,ok
23212990_0001.jpg,ygo_card,0.9632,0.992,48.52,48.81,ok
23212990_0002.jpg,ygo_card,0.9552,0.9915,48.96,49.28,ok
23265313_0000.jpg,ygo_card,0.9668,0.9809,22.83,23.09,ok
23265313_0001.jpg,ygo_card,0.9629,0.9875,56.53,57.17,ok
23265313_0002.jpg,ygo_card,0.9666,0.9885,45.08,45.43,ok
23299957_0000.jpg,ygo_card,0.9678,0.985,45.51,46.15,ok
23299957_0001.jpg,ygo_card,0.9623,0.9896,36.08,36.25,ok
23299957_0002.jpg,ygo_card,0.9586,0.9889,49.25,49.63,ok
23659124_0000.jpg,ygo_card,0.9658,0.9876,36.94,37.36,ok
23659124_0001.jpg,ygo_card,0.9641,0.9874,43.34,43.78,ok
23659124_0002.jpg,ygo_card,0.96,0.99,48.34,48.75,ok
23738096_0000.jpg,ygo_card,0.9648,0.9872,42.42,42.93,ok
23738096_0001.jpg,ygo_card,0.9655,0.99,49.58,50.03,ok
23738096_0002.jpg,ygo_card,0.9686,0.9835,33.47,33.93,ok
23784496_0000.jpg,ygo_card,0.9645,0.9902,44.14,44.43,ok
23784496_0001.jpg,ygo_card,0.9563,0.9839,27.11,27.47,ok
23784496_0002.jpg,ygo_card,0.9651,0.9812,36.34,36.94,ok
23837054_0000.jpg,ygo_card,0.9639,0.9827,24.86,25.26,ok
23837054_0001.jpg,ygo_card,0.9483,0.9802,25.02,25.44,ok
23837054_0002.jpg,ygo_card,0.9655,0.9767,25.4,25.98,ok
23920796_0000.jpg,ygo_card,0.9551,0.9767,27.11,27.69,ok
23920796_0001.jpg,ygo_card,0.958,0.9897,41.55,41.85,ok
23920796_0002.jpg,ygo_card,0.9544,0.9899,54.5,54.88,ok
24094653_0000.jpg,ygo_card,0.9611,0.9888,30.45,30.65,ok
24094653_0001.jpg,ygo_card,0.9653,0.9863,49.67,50.34,ok
24094653_0002.jpg,ygo_card,0.9555,0.9807,23.99,24.38,ok
24566654_0000.jpg,ygo_card,0.9603,0.9867,42.05,42.48,ok
24566654_0001.jpg,ygo_card,0.957,0.9904,50.39,50.79,ok
24566654_0002.jpg,ygo_card,0.9652,0.9895,49.83,50.28,ok
2461031_0000.jpg,ygo_card,0.959,0.9806,27.67,28.11,ok
2461031_0001.jpg,ygo_card,0.9599,0.9869,28.37,28.7,ok
2461031_0002.jpg,ygo_card,0.9571,0.9894,48.87,49.26,ok
24943456_0000.jpg,ygo_card,0.9574,0.989,38.7,39.05,ok
24943456_0001.jpg,ygo_card,0.9574,0.9866,29.96,30.33,ok
